name,shape,rate,mean,sd
Incubation Time,3.39696574066526,1.28383689449171,2.64594806025587,1.4356075422299
Serial Tnterval,2.26854165834362,0.690899992509659,3.28345879713105,2.18000852254878
Transmission Generation,3.17477239866418,0.891164586053427,3.56249838508938,1.99939397097427
Generation Time (max),3.4371683508719,0.865851392326328,3.96969778109045,2.14119905208767
Generation Time (min),0.179173856009534,0.58740149564129,0.305027919300619,0.720613297886935
